13 ;   7 ;   
13 ;   8 ;   
13 ;   9 ;   
13 ;   9 ;   
22 ;   20 ;   
26 ;   22 ;   
29 ;   25 ;   
32 ;   31 ;   
36 ;   38 ;   
42 ;   44 ;   
43 ;   45 ;   
43 ;   59 ;   
44 ;   59 ;   
44 ;   60 ;   
44 ;   65 ;   
45 ;   70 ;   
45 ;   71 ;   
48 ;   79 ;   
49 ;   82 ;   
49 ;   84 ;   
49 ;   86 ;   
50 ;   87 ;   
50 ;   87 ;   
50 ;   87 ;   
50 ;   88 ;   
51 ;   89 ;   
54 ;   90 ;   
54 ;   94 ;   
54 ;   95 ;   
59 ;   99 ;   
62 ;   101 ;   
64 ;   101 ;   
64 ;   102 ;   
64 ;   102 ;   
74 ;   113 ;   
74 ;   113 ;   
74 ;   113 ;   
74 ;   113 ;   
74 ;   113 ;   
75 ;   114 ;   
75 ;   114 ;   
75 ;   115 ;   
77 ;   117 ;   
77 ;   117 ;   
82 ;   119 ;   
82 ;   124 ;   
82 ;   125 ;   
83 ;   126 ;   
83 ;   126 ;   
83 ;   126 ;   
83 ;   132 ;   
83 ;   132 ;   
83 ;   132 ;   
83 ;   132 ;   
87 ;   140 ;   
87 ;   142 ;   
93 ;   144 ;   
95 ;   149 ;   
95 ;   149 ;   
96 ;   149 ;   
109 ;   164 ;   
134 ;   187 ;   
134 ;   187 ;   
137 ;   192 ;   
143 ;   195 ;   
143 ;   195 ;   
143 ;   195 ;   
145 ;   200 ;   
145 ;   201 ;   
147 ;   205 ;   
153 ;   214 ;   
158 ;   219 ;   
160 ;   220 ;   
162 ;   222 ;   
162 ;   223 ;   
162 ;   223 ;   
164 ;   226 ;   
167 ;   227 ;   
167 ;   227 ;   
169 ;   228 ;   
169 ;   228 ;   
169 ;   230 ;   
172 ;   233 ;   
172 ;   233 ;   
172 ;   241 ;   
172 ;   241 ;   
172 ;   241 ;   
173 ;   242 ;   
173 ;   245 ;   
173 ;   246 ;   
174 ;   247 ;   
174 ;   247 ;   
176 ;   250 ;   
176 ;   250 ;   
176 ;   252 ;   
177 ;   252 ;   
177 ;   252 ;   
185 ;   266 ;   
186 ;   266 ;   
186 ;   266 ;   
186 ;   266 ;   
186 ;   266 ;   
186 ;   266 ;   
186 ;   266 ;   
186 ;   266 ;   
186 ;   266 ;   
186 ;   266 ;   
186 ;   266 ;   
186 ;   266 ;   
186 ;   266 ;   
186 ;   266 ;   
186 ;   266 ;   
186 ;   266 ;   
192 ;   274 ;   
192 ;   274 ;   
194 ;   278 ;   
194 ;   279 ;   
194 ;   279 ;   
194 ;   279 ;   
194 ;   282 ;   
194 ;   282 ;   
194 ;   285 ;   
200 ;   293 ;   
201 ;   297 ;   
203 ;   305 ;   
203 ;   306 ;   
206 ;   330 ;   
211 ;   336 ;   
211 ;   336 ;   
224 ;   345 ;   
225 ;   348 ;   
226 ;   351 ;   
226 ;   352 ;   
229 ;   356 ;   
229 ;   356 ;   
229 ;   356 ;   
229 ;   357 ;   
229 ;   357 ;   
229 ;   358 ;   
230 ;   361 ;   
231 ;   362 ;   
231 ;   363 ;   
