1 ;   1 ;   
1 ;   3 ;   
1 ;   3 ;   
1 ;   3 ;   
1 ;   3 ;   
1 ;   4 ;   
2 ;   10 ;   
3 ;   10 ;   
3 ;   10 ;   
3 ;   10 ;   
3 ;   10 ;   
3 ;   12 ;   
3 ;   12 ;   
3 ;   13 ;   
4 ;   13 ;   
7 ;   13 ;   
7 ;   13 ;   
7 ;   14 ;   
7 ;   14 ;   
10 ;   15 ;   
10 ;   16 ;   
10 ;   16 ;   
10 ;   16 ;   
10 ;   16 ;   
10 ;   16 ;   
10 ;   16 ;   
10 ;   16 ;   
10 ;   16 ;   
10 ;   16 ;   
10 ;   16 ;   
10 ;   16 ;   
10 ;   16 ;   
10 ;   16 ;   
10 ;   16 ;   
10 ;   16 ;   
10 ;   16 ;   
10 ;   16 ;   
10 ;   16 ;   
10 ;   16 ;   
10 ;   16 ;   
10 ;   16 ;   
14 ;   23 ;   
15 ;   25 ;   
15 ;   26 ;   
18 ;   30 ;   
18 ;   31 ;   
24 ;   36 ;   
24 ;   36 ;   
24 ;   36 ;   
24 ;   36 ;   
26 ;   38 ;   
26 ;   38 ;   
26 ;   38 ;   
28 ;   42 ;   
28 ;   42 ;   
28 ;   42 ;   
39 ;   45 ;   
39 ;   45 ;   
39 ;   45 ;   
39 ;   45 ;   
39 ;   45 ;   
40 ;   45 ;   
40 ;   46 ;   
43 ;   50 ;   
43 ;   50 ;   
43 ;   50 ;   
43 ;   50 ;   
43 ;   50 ;   
43 ;   50 ;   
43 ;   50 ;   
43 ;   50 ;   
43 ;   50 ;   
43 ;   50 ;   
57 ;   65 ;   
57 ;   65 ;   
66 ;   68 ;   
67 ;   68 ;   
67 ;   68 ;   
67 ;   68 ;   
70 ;   71 ;   
71 ;   72 ;   
72 ;   72 ;   
74 ;   76 ;   
76 ;   76 ;   
94 ;   79 ;   
94 ;   79 ;   
101 ;   80 ;   
