1 ;   2 ;   
13 ;   9 ;   
19 ;   16 ;   
25 ;   27 ;   
30 ;   30 ;   
39 ;   38 ;   
39 ;   38 ;   
52 ;   56 ;   
55 ;   61 ;   
64 ;   71 ;   
64 ;   71 ;   
71 ;   75 ;   
74 ;   80 ;   
77 ;   82 ;   
87 ;   93 ;   
88 ;   95 ;   
94 ;   100 ;   
94 ;   100 ;   
94 ;   100 ;   
98 ;   100 ;   
106 ;   108 ;   
147 ;   135 ;   
147 ;   137 ;   
162 ;   151 ;   
167 ;   160 ;   
167 ;   160 ;   
172 ;   164 ;   
179 ;   169 ;   
201 ;   181 ;   
205 ;   187 ;   
220 ;   213 ;   
229 ;   221 ;   
229 ;   221 ;   
270 ;   244 ;   
270 ;   244 ;   
270 ;   245 ;   
272 ;   247 ;   
273 ;   247 ;   
273 ;   249 ;   
273 ;   249 ;   
274 ;   250 ;   
291 ;   257 ;   
293 ;   259 ;   
293 ;   259 ;   
297 ;   261 ;   
297 ;   261 ;   
297 ;   261 ;   
297 ;   261 ;   
297 ;   261 ;   
298 ;   261 ;   
306 ;   264 ;   
308 ;   267 ;   
333 ;   283 ;   
334 ;   285 ;   
346 ;   289 ;   
349 ;   289 ;   
350 ;   289 ;   
353 ;   291 ;   
379 ;   312 ;   
380 ;   314 ;   
395 ;   330 ;   
395 ;   332 ;   
401 ;   341 ;   
432 ;   366 ;   
437 ;   367 ;   
450 ;   371 ;   
453 ;   371 ;   
453 ;   373 ;   
457 ;   376 ;   
457 ;   376 ;   
469 ;   386 ;   
471 ;   390 ;   
475 ;   394 ;   
483 ;   404 ;   
484 ;   405 ;   
522 ;   431 ;   
530 ;   443 ;   
539 ;   448 ;   
549 ;   449 ;   
563 ;   461 ;   
568 ;   468 ;   
571 ;   469 ;   
588 ;   487 ;   
592 ;   490 ;   
593 ;   493 ;   
593 ;   494 ;   
593 ;   494 ;   
593 ;   494 ;   
604 ;   498 ;   
606 ;   500 ;   
608 ;   503 ;   
708 ;   595 ;   
708 ;   595 ;   
718 ;   603 ;   
772 ;   637 ;   
779 ;   649 ;   
780 ;   657 ;   
783 ;   660 ;   
783 ;   660 ;   
783 ;   660 ;   
783 ;   660 ;   
783 ;   660 ;   
783 ;   660 ;   
783 ;   660 ;   
783 ;   660 ;   
783 ;   660 ;   
783 ;   660 ;   
783 ;   660 ;   
783 ;   660 ;   
784 ;   662 ;   
787 ;   669 ;   
791 ;   672 ;   
794 ;   675 ;   
794 ;   675 ;   
825 ;   700 ;   
826 ;   719 ;   
832 ;   720 ;   
832 ;   720 ;   
832 ;   720 ;   
832 ;   720 ;   
837 ;   722 ;   
843 ;   728 ;   
855 ;   737 ;   
860 ;   738 ;   
864 ;   742 ;   
867 ;   743 ;   
871 ;   747 ;   
875 ;   750 ;   
882 ;   757 ;   
891 ;   765 ;   
891 ;   765 ;   
899 ;   776 ;   
901 ;   778 ;   
904 ;   782 ;   
904 ;   782 ;   
908 ;   782 ;   
910 ;   784 ;   
915 ;   787 ;   
920 ;   793 ;   
938 ;   807 ;   
940 ;   812 ;   
